unique_id,text,PRINCIPLE_x,llm_query,PRINCIPLE_y,iteration
13,"•  Simultaneously, we are fully engaged in crafting a new internationalclimate agreement for the post-2020 period that is ambitious, effective,and durable.",not evaluated,"13 •  Simultaneously, we are fully engaged in crafting a new internationalclimate agreement for the post-2020 period that is ambitious, effective,and durable.
",not evaluated,1
14,We have advocated a structure for the new agreement thatis designed to attract the participation of all countries.,egalitarian,"14 We have advocated a structure for the new agreement thatis designed to attract the participation of all countries.
",egalitarian,1
15,"•  This kind of structure, based on a spectrum of mitigation commitments,self-differentiated across the broad range of evolving nationalcircumstances and capabilities, and in this way consistent with theprinciple of common but differentiated responsibilities and respectivecapabilities, is the only kind that we can see producing the ambitious,inclusive agreement we need.",utilitarian,"15 •  This kind of structure, based on a spectrum of mitigation commitments,self-differentiated across the broad range of evolving nationalcircumstances and capabilities, and in this way consistent with theprinciple of common but differentiated responsibilities and respectivecapabilities, is the only kind that we can see producing the ambitious,inclusive agreement we need.
",egalitarian,1
16,"•  By contrast, an agreement based on 1992 categories that are unchangingwill not work.",libertarian,"16 •  By contrast, an agreement based on 1992 categories that are unchangingwill not work.
",not evaluated,1
17,There are options here.,not evaluated,"17 There are options here.
",not evaluated,1
18,"If those categories are to beoperational in character , in other words, determine who has what kindof obligations and responsibilities,  they must evolve to reflect changingcircumstances.",general normative statement,"18 If those categories are to beoperational in character , in other words, determine who has what kindof obligations and responsibilities,  they must evolve to reflect changingcircumstances.
",not evaluated,1
19,"Alternatively, they can remain unchanged if they are notoperational.",not evaluated,"19 Alternatively, they can remain unchanged if they are notoperational.
",not evaluated,1
40,We call on our partners to deliver the large scale financing that it will take to support a credible mechanism.,general normative statement,"40 We call on our partners to deliver the large scale financing that it will take to support a credible mechanism.
",general normative statement,1
41,Loss and damage should also be included as an element in the new agreement.,general normative statement,"41 Loss and damage should also be included as an element in the new agreement.
",general normative statement,1
42,An ambitious and legally-binding climate change treaty in Paris is still possible.,not evaluated,"42 An ambitious and legally-binding climate change treaty in Paris is still possible.
",general normative statement,1
43,We support an initial commitment period of five years under this agreement.,not evaluated,"43 We support an initial commitment period of five years under this agreement.
",general normative statement,1
44,We also fully support inclusion of gender equality in the text of the new agreement.,egalitarian,"44 We also fully support inclusion of gender equality in the text of the new agreement.
",egalitarian,1
45,Full and equal participation of women in all climate actions and decision making processes should be a guiding principle for all.,egalitarian,"45 Full and equal participation of women in all climate actions and decision making processes should be a guiding principle for all.
",egalitarian,1
46,"Mr. President,Not only can we still attain an ambitious agreement, but we can also prevent some of the worst impacts of climate change in the near term, but only if we take fast and ambitious actions now, such as using the Montreal Protocol to reduce the powerful greenhouse gases HFCs.",not evaluated,"46 Mr. President,Not only can we still attain an ambitious agreement, but we can also prevent some of the worst impacts of climate change in the near term, but only if we take fast and ambitious actions now, such as using the Montreal Protocol to reduce the powerful greenhouse gases HFCs.
",utilitarian,1
47,"Deep and immediate cuts in carbon dioxide emissions are paramount for long-term climate stabilization, but HFC emissions are hundreds to thousands more times powerful than CO2, and HFCs are the fastest growing greenhouse gases in many countries.",not evaluated,"47 Deep and immediate cuts in carbon dioxide emissions are paramount for long-term climate stabilization, but HFC emissions are hundreds to thousands more times powerful than CO2, and HFCs are the fastest growing greenhouse gases in many countries.
",not evaluated,1
48,"For this reason, six years ago, Micronesia introduced a proposal to amend the Montreal Protocol to phase down the consumption and production of HFCs. We were guided by scientific and technical studies, and we were inspired by our prior experiences within the Montreal Protocol and our trust in its institutional and financial expertise.",not evaluated,"48 For this reason, six years ago, Micronesia introduced a proposal to amend the Montreal Protocol to phase down the consumption and production of HFCs. We were guided by scientific and technical studies, and we were inspired by our prior experiences within the Montreal Protocol and our trust in its institutional and financial expertise.
",not evaluated,1
49,"In the years since then, phasing down HFCs using the expertise and institutions of the Montreal Protocol has gained near-universal support.",not evaluated,"49 In the years since then, phasing down HFCs using the expertise and institutions of the Montreal Protocol has gained near-universal support.
",not evaluated,1
50,"Both the 2012 Rio+20 outcome document and the 2014 Samoa Pathway call for the phase down of the production and consumption of HFCs, and the Parties to the Montreal Protocol have decided to convene two HFC Management Workshops, the second of which will be held in Bangkok in April 2015.",not evaluated,"50 Both the 2012 Rio+20 outcome document and the 2014 Samoa Pathway call for the phase down of the production and consumption of HFCs, and the Parties to the Montreal Protocol have decided to convene two HFC Management Workshops, the second of which will be held in Bangkok in April 2015.
",not evaluated,1
51,"By agreeing to phase down HFCs under the Montreal Protocol next year, we could nearly eliminate one of the primary greenhouse gases and create critical momentum toward a successful outcome in Paris.",not evaluated,"51 By agreeing to phase down HFCs under the Montreal Protocol next year, we could nearly eliminate one of the primary greenhouse gases and create critical momentum toward a successful outcome in Paris.
",utilitarian,1
52,We must all take every opportunity to cooperate in every forum throughout 2015 and not reserve our ambitious actions and announcements for COP21 itself.,general normative statement,"52 We must all take every opportunity to cooperate in every forum throughout 2015 and not reserve our ambitious actions and announcements for COP21 itself.
",utilitarian,1
53,COP21 starts now.,not evaluated,"53 COP21 starts now.
",not evaluated,1
54,"Mr. President,As a final note, the UN Secretary-General shared with us the importance of the Paris agreement as one of the milestones in the post-2015 development process.",not evaluated,"54 Mr. President,As a final note, the UN Secretary-General shared with us the importance of the Paris agreement as one of the milestones in the post-2015 development process.
",not evaluated,1
55,We also note his plan for a high-level summit on climate change in June.,not evaluated,"55 We also note his plan for a high-level summit on climate change in June.
",not evaluated,1
56,"The sustainable development discussions are complementary and reinforcing, and can only help pave a smooth road to Paris.",not evaluated,"56 The sustainable development discussions are complementary and reinforcing, and can only help pave a smooth road to Paris.
",not evaluated,1
57,Thank you.,not evaluated,"57 Thank you.
",not evaluated,1
58,"Mr. President,Excellencies andDistinguished DelegatesAllow me to congratulate you Mr. President, on your assumption of the Presidency.",not evaluated,"58 Mr. President,Excellencies andDistinguished DelegatesAllow me to congratulate you Mr. President, on your assumption of the Presidency.
",not evaluated,1
59,"At the outset, I would like to express our deepest condolences on the recent tragic incidents in Paris and convey solidarity with the people and Government of France.",not evaluated,"59 At the outset, I would like to express our deepest condolences on the recent tragic incidents in Paris and convey solidarity with the people and Government of France.
",not evaluated,1
60,"Mr. President,I would like to draw your attention that climate change has been imposing additional stresses in the Least Developed Countries in general and the Small Mountainous Developing States in particular.",not evaluated,"60 Mr. President,I would like to draw your attention that climate change has been imposing additional stresses in the Least Developed Countries in general and the Small Mountainous Developing States in particular.
",not evaluated,1
61,"The increased frequency and intensity of extreme weather events have been alarming both in the mountainous countries, and those countries in lower basins.",not evaluated,"61 The increased frequency and intensity of extreme weather events have been alarming both in the mountainous countries, and those countries in lower basins.
",not evaluated,1
62,"Nepal has been witnessing in increasing temperature that has accelerated glacier melting in the Himalayas, including the Mount Everest Region.",not evaluated,"62 Nepal has been witnessing in increasing temperature that has accelerated glacier melting in the Himalayas, including the Mount Everest Region.
",not evaluated,1
63,This has increased the risk of glacier lake out-burst floods threatening the lives and livelihoods of our people.,not evaluated,"63 This has increased the risk of glacier lake out-burst floods threatening the lives and livelihoods of our people.
",not evaluated,1
64,"Climate change has been affecting our water availability, agricultural production, tourism and ecosystem services.",not evaluated,"64 Climate change has been affecting our water availability, agricultural production, tourism and ecosystem services.
",not evaluated,1
65,"Due to the fragility of our mountain ecosystems, issues related to loss and damage is becoming more prominent.",not evaluated,"65 Due to the fragility of our mountain ecosystems, issues related to loss and damage is becoming more prominent.
",not evaluated,1
66,"Therefore, I urge all parties to ensure that the global average temperature rise is maintained below 1.5 degree Celsius compared to the pre-industrial level.",utilitarian,"66 Therefore, I urge all parties to ensure that the global average temperature rise is maintained below 1.5 degree Celsius compared to the pre-industrial level.
",general normative statement,1
67,I also urge you all to recognize the contributions that mountains offer to humanity and consider increasing supports to the most vulnerable LDCs and small mountainous developing states like Nepal.,prioritarian,"67 I also urge you all to recognize the contributions that mountains offer to humanity and consider increasing supports to the most vulnerable LDCs and small mountainous developing states like Nepal.
",prioritarian,1
68,"Mr. President,Nepal has taken several policy and institutional measures to build our resilience and adaptive capacities.",not evaluated,"68 Mr. President,Nepal has taken several policy and institutional measures to build our resilience and adaptive capacities.
",not evaluated,1
69,"We are maintaining 40% of our land under forest cover with several Protected Areas, promoting renewable energy, introducing dedicated climate change budget code, declaring our capital as plastic bag free zone, promoting Bicycle ride and preparing a Low Carbon Economic Development Strategy.",not evaluated,"69 We are maintaining 40% of our land under forest cover with several Protected Areas, promoting renewable energy, introducing dedicated climate change budget code, declaring our capital as plastic bag free zone, promoting Bicycle ride and preparing a Low Carbon Economic Development Strategy.
",not evaluated,1
70,"However, our national efforts with limited resources and capacity alone is not sufficient to resolve the adverse impacts of climate change.",not evaluated,"70 However, our national efforts with limited resources and capacity alone is not sufficient to resolve the adverse impacts of climate change.
",general normative statement,1
71,"Nepal contributes less than 0.1 percent of global green house gas emission, yet we suffer the most. ",not evaluated,"71 Nepal contributes less than 0.1 percent of global green house gas emission, yet we suffer the most. 
",egalitarian,1
72,"Hence, I strongly call upon the countries with higher emissions to take leadership in reducing their emissions to secure a safer planet.",utilitarian,"72 Hence, I strongly call upon the countries with higher emissions to take leadership in reducing their emissions to secure a safer planet.
",egalitarian,1
73,"Mr. President,Last April, more than nine thousand people died of earthquake and around half a million families became homeless.",not evaluated,"73 Mr. President,Last April, more than nine thousand people died of earthquake and around half a million families became homeless.
",not evaluated,1
74,Additional challenges due to Climate Change have accelerated our economic and ecological vulnerability.,not evaluated,"74 Additional challenges due to Climate Change have accelerated our economic and ecological vulnerability.
",not evaluated,1
75,"Therefore, I call upon alldeveloped countries to ensure new, additional and predictable financial support to secure the lives and livelihoods of the most vulnerable countries including small mountainous developing states.",prioritarian,"75 Therefore, I call upon alldeveloped countries to ensure new, additional and predictable financial support to secure the lives and livelihoods of the most vulnerable countries including small mountainous developing states.
",prioritarian,1
76,"Finally Mr. President,Let’s handover Mt. Everest to our grand-children at the same level of purity as Tenjing Norgay and Sir Edmund Hillary have seen in the history.",not evaluated,"76 Finally Mr. President,Let’s handover Mt. Everest to our grand-children at the same level of purity as Tenjing Norgay and Sir Edmund Hillary have seen in the history.
",sufficientarian,1
77,"As Lord Buddha said, we are here not to blame each other for past faults but to find middle path for peace and prosperity,I urge that we all unite for a fair, ambitious and legally- binding Agreement here in Paris to secure a climate resilient and sustainable future.",utilitarian,"77 As Lord Buddha said, we are here not to blame each other for past faults but to find middle path for peace and prosperity,I urge that we all unite for a fair, ambitious and legally- binding Agreement here in Paris to secure a climate resilient and sustainable future.
",general normative statement,1
78,Thank you very much.,not evaluated,"78 Thank you very much.
",not evaluated,1
79,"Excellencies , Distinguished Delegates, Ladies and Gentlemen,   It is a great pleasure to join you here in the beautiful city of Marrakesh.",not evaluated,"79 Excellencies , Distinguished Delegates, Ladies and Gentlemen,   It is a great pleasure to join you here in the beautiful city of Marrakesh.
",not evaluated,1
80,Your hospitality has been unparalleled .,not evaluated,"80 Your hospitality has been unparalleled .
",not evaluated,1
81,We are most grateful for all of the courtesies that have been extended to our delegation .,not evaluated,"81 We are most grateful for all of the courtesies that have been extended to our delegation .
",not evaluated,1
82,"Mr. President,  Each ye ar, Belizeans are reminded that climate change represents an existential threat for our people.",not evaluated,"82 Mr. President,  Each ye ar, Belizeans are reminded that climate change represents an existential threat for our people.
",general normative statement,1
83,"In August 2016, Hurricane Earl made landfall in Belize causing damages in exces s of 5% of GDP.",not evaluated,"83 In August 2016, Hurricane Earl made landfall in Belize causing damages in exces s of 5% of GDP.
",not evaluated,1
84,"This, Mr. President, is the 14th extreme weather -related even t to affect Belize in the last 15 years, with some events causing losses equivalent of 25 -45% of GDP.",not evaluated,"84 This, Mr. President, is the 14th extreme weather -related even t to affect Belize in the last 15 years, with some events causing losses equivalent of 25 -45% of GDP.
",not evaluated,1
85,"For us climate change represents the greatest economic, social and environme ntal threat to our country .",not evaluated,"85 For us climate change represents the greatest economic, social and environme ntal threat to our country .
",general normative statement,1
86,"The adverse effects of climate change have direct implications on the future state of the country , the achievement of our sustainable development goals , and thus the ability of Belizean s to improve the quality of their lives .",not evaluated,"86 The adverse effects of climate change have direct implications on the future state of the country , the achievement of our sustainable development goals , and thus the ability of Belizean s to improve the quality of their lives .
",general normative statement,1
87,"As we move forward , we must employ an inclusive , long-term and collaborative process to build the resilience of our economic, social and environmental systems .",general normative statement,"87 As we move forward , we must employ an inclusive , long-term and collaborative process to build the resilience of our economic, social and environmental systems .
",egalitarian,1
88,"This, however, requires predictable , adequate and fast-tracked financing , at scale , to allow us to meaningfully and effectively face these escalating threats .",general normative statement,"88 This, however, requires predictable , adequate and fast-tracked financing , at scale , to allow us to meaningfully and effectively face these escalating threats .
",general normative statement,1
89,"  Mr. President Despite these constant and escalating shocks to our development, Belize continues to pursue practical and ambitious actions under the Convention .",not evaluated,"89   Mr. President Despite these constant and escalating shocks to our development, Belize continues to pursue practical and ambitious actions under the Convention .
",general normative statement,1
90,"Our Growth and Sustainable Devel opment Strategy (GSDS) bring s cohesiveness and synergies across our economic, social , environmental , and institutional policies .",not evaluated,"90 Our Growth and Sustainable Devel opment Strategy (GSDS) bring s cohesiveness and synergies across our economic, social , environmental , and institutional policies .
",general normative statement,1
91,"The GSDS aims to achieve sustainable development through poverty eradication , better stewardship of our natural resources, and improved resilience in the face of a volatile global economy and a changing global climate.",not evaluated,"91 The GSDS aims to achieve sustainable development through poverty eradication , better stewardship of our natural resources, and improved resilience in the face of a volatile global economy and a changing global climate.
",utilitarian,1
92,"In 2015, Belize adopted its first comprehensive National Climate Change Policy, Strategy and Action Plan that identifies priority actions for each economic sector .",not evaluated,"92 In 2015, Belize adopted its first comprehensive National Climate Change Policy, Strategy and Action Plan that identifies priority actions for each economic sector .
",not evaluated,1
93,"It seeks to build governance capacity , improve resilience, and enhance adaptation capabilities to cope with climate change impacts .",not evaluated,"93 It seeks to build governance capacity , improve resilience, and enhance adaptation capabilities to cope with climate change impacts .
",general normative statement,1
94," Mr. President Belize , notwithstanding our negligible emissions factor , is committed to the more ambitious target under the Paris Agreement to limit the increase in global temperature to 1.5 degrees Celsius above pre-industrial levels.",not evaluated,"94  Mr. President Belize , notwithstanding our negligible emissions factor , is committed to the more ambitious target under the Paris Agreement to limit the increase in global temperature to 1.5 degrees Celsius above pre-industrial levels.
",general normative statement,1
95,This requires global commitment and action.,egalitarian,"95 This requires global commitment and action.
",general normative statement,1
96,"All countries, including the Republic of China on Taiwan, must be allowed to contribute their experience and technologies to meet this ambition.",egalitarian,"96 All countries, including the Republic of China on Taiwan, must be allowed to contribute their experience and technologies to meet this ambition.
",egalitarian,1
97,"Consequently , Belize has set bold, national targets through its National ly Determined Contributions that will allow us to transition strategically to a low carbon development pathway, while strengthening our resilience.",not evaluated,"97 Consequently , Belize has set bold, national targets through its National ly Determined Contributions that will allow us to transition strategically to a low carbon development pathway, while strengthening our resilience.
",general normative statement,1
98," By 2033, for example, Belize is committed to expand its share of renewable energy in the electricity sector from 60% to 89%.",not evaluated,"98  By 2033, for example, Belize is committed to expand its share of renewable energy in the electricity sector from 60% to 89%.
",not evaluated,1
99,We are also committed to reducing conventional transportation fuel by at least 20% through appropriate policies and investments .,not evaluated,"99 We are also committed to reducing conventional transportation fuel by at least 20% through appropriate policies and investments .
",general normative statement,1
100,"Belize also aims to achieve significant emission reductions through sustainable forest management , which will reduce deforestation and land degradation , protect watersheds and increase the resilience of forest communities to climate change.",not evaluated,"100 Belize also aims to achieve significant emission reductions through sustainable forest management , which will reduce deforestation and land degradation , protect watersheds and increase the resilience of forest communities to climate change.
",not evaluated,1
101,We will soon approach the Green Climate Fund for funding to conduct our National Adaptation Planning (NAP) process.,not evaluated,"101 We will soon approach the Green Climate Fund for funding to conduct our National Adaptation Planning (NAP) process.
",not evaluated,1
102,Our National Communication Strategy for Climate Change will foster greater public awareness and the engagement of all stakeholders .,not evaluated,"102 Our National Communication Strategy for Climate Change will foster greater public awareness and the engagement of all stakeholders .
",general normative statement,1
103,"Mr. President, Predictable finance, balanced between mitigation and adaptation, capacity building and transfer of technology are crucial for the full and effective implementation of the Paris Agreement.",general normative statement,"103 Mr. President, Predictable finance, balanced between mitigation and adaptation, capacity building and transfer of technology are crucial for the full and effective implementation of the Paris Agreement.
",general normative statement,1
104,We thank the developed countries for the early release of the road map to achieve USD 100 billion per annum by 2020 .,not evaluated,"104 We thank the developed countries for the early release of the road map to achieve USD 100 billion per annum by 2020 .
",not evaluated,1
105,"Note, however, that this pledge is but a drop in the bucket of the estimated trillions needed to meet the 1.5 degree temperature goal .",not evaluated,"105 Note, however, that this pledge is but a drop in the bucket of the estimated trillions needed to meet the 1.5 degree temperature goal .
",not evaluated,1
106,"We seek your continued engagement to further enhance the roadmap and scale up of finances so as to increase predictability, foster confidence , and ensure that the adaptation needs of SIDs are adequately addressed. ",prioritarian,"106 We seek your continued engagement to further enhance the roadmap and scale up of finances so as to increase predictability, foster confidence , and ensure that the adaptation needs of SIDs are adequately addressed. 
",prioritarian,1
107,"Furthermore, where adaptation is not an option, countries must have support for irreparable loss and damage .",prioritarian,"107 Furthermore, where adaptation is not an option, countries must have support for irreparable loss and damage .
",prioritarian,1
108,"Mr. President The Paris Agreement , and its entry into force , generates renewed trust and confidence in the multilateral negotiating process for addressing climate change.",not evaluated,"108 Mr. President The Paris Agreement , and its entry into force , generates renewed trust and confidence in the multilateral negotiating process for addressing climate change.
",not evaluated,1
109,"There are three key actions that we can and must take in Marrakech: we must operat ionalize the Paris Committee on Capacity building;  we must operationalize the Capacity Building Initiative for Transparency; and we must provide guidance to the GCF to finalize the simplified approval procedures without delay so as to enhance access for th e most vulnerable with prioritization to public and grant based support, especially for adaptation.",prioritarian,"109 There are three key actions that we can and must take in Marrakech: we must operat ionalize the Paris Committee on Capacity building;  we must operationalize the Capacity Building Initiative for Transparency; and we must provide guidance to the GCF to finalize the simplified approval procedures without delay so as to enhance access for th e most vulnerable with prioritization to public and grant based support, especially for adaptation.
",prioritarian,1
110," These outcomes, if achieved, Mr. President, will make COP22 an Action COP.",not evaluated,"110  These outcomes, if achieved, Mr. President, will make COP22 an Action COP.
",not evaluated,1
111, COP 22 in Marrakech must deliver .,not evaluated,"111  COP 22 in Marrakech must deliver .
",general normative statement,1
112,We must set the pace for implementing the Paris Agreement.,not evaluated,"112 We must set the pace for implementing the Paris Agreement.
",general normative statement,1
113,"We must establish the accounting guidelines, develop a compliance mechanism, begin to build a robust transparency framework , and global stock -take process with a view to completing our work as early as 2017.",not evaluated,"113 We must establish the accounting guidelines, develop a compliance mechanism, begin to build a robust transparency framework , and global stock -take process with a view to completing our work as early as 2017.
",general normative statement,1
114," Mr. President, to echo your ca ll for climate action, let us leave Marrakech with the confidence that we have shifted from 'promise and commitment to one of action and achievements .' I thank you, Mr. President.",not evaluated,"114  Mr. President, to echo your ca ll for climate action, let us leave Marrakech with the confidence that we have shifted from 'promise and commitment to one of action and achievements .' I thank you, Mr. President.
",general normative statement,1
115,"'The Paris Agreement is about action by all, the great and the small'  Thank you, Mr. President.",egalitarian,"115 'The Paris Agreement is about action by all, the great and the small'  Thank you, Mr. President.
",egalitarian,1
116, Ireland supports the statements made on behalf of the EU and its Member States.,not evaluated,"116  Ireland supports the statements made on behalf of the EU and its Member States.
",not evaluated,1
117," I would firstly like to thank and congratulate our Fijian COP Presidenc y for their warm welcome and their excellent management of this COP, and for their preparations over the course of 2017.",not evaluated,"117  I would firstly like to thank and congratulate our Fijian COP Presidenc y for their warm welcome and their excellent management of this COP, and for their preparations over the course of 2017.
",not evaluated,1
118,  We arrived here with a challenging programme of work and I think we can be very proud of where we have taken it.,not evaluated,"118   We arrived here with a challenging programme of work and I think we can be very proud of where we have taken it.
",not evaluated,1
119,I would also like t o thank our German hosts of this COP.,not evaluated,"119 I would also like t o thank our German hosts of this COP.
",not evaluated,1
120," As the events of this last year have shown, changes in our climate are continuing to have an impact globally.",not evaluated,"120  As the events of this last year have shown, changes in our climate are continuing to have an impact globally.
",not evaluated,1
121,"  For those of us whose countries border the Atlantic, we have not been immune to the impacts of one of the worst hurricane seasons on record.",not evaluated,"121   For those of us whose countries border the Atlantic, we have not been immune to the impacts of one of the worst hurricane seasons on record.
",not evaluated,1
122,Hurricane Ophelia made its unprecedented landfall in Ireland in October.,not evaluated,"122 Hurricane Ophelia made its unprecedented landfall in Ireland in October.
",not evaluated,1
123,"  As we all know the word ""global"" in the term ""global warming"" accurately summarises the incont rovertible science underlying the threat facing our planet.",not evaluated,"123   As we all know the word ""global"" in the term ""global warming"" accurately summarises the incont rovertible science underlying the threat facing our planet.
",not evaluated,1
124,"It also underlines the vastness and potentially daunting, if even discouraging, challenge we face.",not evaluated,"124 It also underlines the vastness and potentially daunting, if even discouraging, challenge we face.
",not evaluated,1
125, How can any one of us make a meaningful contribution?,not evaluated,"125  How can any one of us make a meaningful contribution?
",not evaluated,1
126,"  The task of political leadership by all of us is to bridge the gulf between the global challenge and national responsibility, between each countries' obligation and the responsibility of every citizen, young and old, alike.",egalitarian,"126   The task of political leadership by all of us is to bridge the gulf between the global challenge and national responsibility, between each countries' obligation and the responsibility of every citizen, young and old, alike.
",egalitarian,1
127,  It may be a tired truism that we cannot change the world.,not evaluated,"127   It may be a tired truism that we cannot change the world.
",not evaluated,1
128,"However, when it comes to climate change, it is a pressing fact that the world cannot change without us.",not evaluated,"128 However, when it comes to climate change, it is a pressing fact that the world cannot change without us.
",utilitarian,1
129," So how can any one country, especially a small country, like Ireland, make a difference?",not evaluated,"129  So how can any one country, especially a small country, like Ireland, make a difference?
",not evaluated,1
130,"  Small countries don't have the capacity or resources to do everyth ing, but we can do some things, very well, and show by our example, how others can follow.",not evaluated,"130   Small countries don't have the capacity or resources to do everyth ing, but we can do some things, very well, and show by our example, how others can follow.
",utilitarian,1
131," I firmly believe that COP23 is not just about the technical rule book, but as political leaders in our home countries, we must provide practical, implementable sol utions to the real challenges of both mitigation and adaptation, while living up to the responsibility of Sustainable Development Goals.",sufficientarian,"131  I firmly believe that COP23 is not just about the technical rule book, but as political leaders in our home countries, we must provide practical, implementable sol utions to the real challenges of both mitigation and adaptation, while living up to the responsibility of Sustainable Development Goals.
",general normative statement,1
132," For example, we must not only look at where food comes from but also how it is produced in terms of emissions, includ ing food waste.",not evaluated,"132  For example, we must not only look at where food comes from but also how it is produced in terms of emissions, includ ing food waste.
",general normative statement,1
133," While Ireland is a global leader when it comes to emissions per litre of milk produced, we can and will do better.",not evaluated,"133  While Ireland is a global leader when it comes to emissions per litre of milk produced, we can and will do better.
",general normative statement,1
134,"We are now working to catch up on the beef production emissions, through an innovative programme of (genotyping) analysing the genetic make -up of 1 million beef producing animals.",not evaluated,"134 We are now working to catch up on the beef production emissions, through an innovative programme of (genotyping) analysing the genetic make -up of 1 million beef producing animals.
",not evaluated,1
135,"On this scale, this is a global first and we want to share our knowledge with the global community, so that we can all benefit.",not evaluated,"135 On this scale, this is a global first and we want to share our knowledge with the global community, so that we can all benefit.
",utilitarian,1
136," In tandem with food production, we are also looking at waste.",not evaluated,"136  In tandem with food production, we are also looking at waste.
",not evaluated,1
137,"Right f rom the farm, where we are identifying input savings through our Smart Farming programme and bringing them through to food processing and retailers.",not evaluated,"137 Right f rom the farm, where we are identifying input savings through our Smart Farming programme and bringing them through to food processing and retailers.
",not evaluated,1
138,We are extending food waste bins to every home in Ireland.,not evaluated,"138 We are extending food waste bins to every home in Ireland.
",not evaluated,1
139,"Noting that 27% of our population live in villag es of less than 50 people, this will be a significant challenge.",not evaluated,"139 Noting that 27% of our population live in villag es of less than 50 people, this will be a significant challenge.
",not evaluated,1
140,"  To tackle the challenge of transport in such a disperse country, we are working with the telecoms operators, so that by the end of 2018, one third of our population outside our cities will have fibre optic broadband outside their doors.",not evaluated,"140   To tackle the challenge of transport in such a disperse country, we are working with the telecoms operators, so that by the end of 2018, one third of our population outside our cities will have fibre optic broadband outside their doors.
",not evaluated,1
141,"  We are determined to continue the momentum of this roll out until every home in Ireland has access to high speed broadband, therefore reducing the need to drive in the first instance.",not evaluated,"141   We are determined to continue the momentum of this roll out until every home in Ireland has access to high speed broadband, therefore reducing the need to drive in the first instance.
",sufficientarian,1
142, Ireland is also a global leader when it comes to the management of volatile wind generated electricity on a small isolated grid.,not evaluated,"142  Ireland is also a global leader when it comes to the management of volatile wind generated electricity on a small isolated grid.
",not evaluated,1
143,Building on this knowledge we have developed world class research and test facilities for the exploitation of ocean energy.,not evaluated,"143 Building on this knowledge we have developed world class research and test facilities for the exploitation of ocean energy.
",not evaluated,1
